"交通調査基本区間番号","世代管理番号（十の位）","世代管理番号（一の位）","道路種別","路線／路線番号","路線／路線名","起点側／接続区分","起点側／接続路線等／交通調査基本区間番号","起点側／接続路線等／世代管理番号（十の位）","起点側／接続路線等／路線名等","起点側／備考","終点側／接続区分","終点側／接続路線等／交通調査基本区間番号","終点側／接続路線等／世代管理番号（十の位）","終点側／接続路線等／路線名等","終点側／備考","現道旧道区分","管理区分","市区町村コード","自動車専用道路の別","区間種別","分離区間／分離区分","分離区間／交通調査基本区間番号","区間延長（ｋｍ）","高規格道路の別","一般国道指定区間","一方通行フラグ","平成２２年度／交通調査基本区間番号","交通量調査単位区間番号／都道府県指定市コード","交通量調査単位区間番号／調査単位区間番号","観測地点交通調査基本区間番号","交通量観測地点地名／市郡区町村丁字目","平成２７年度調査交通量観測・非観測の別","個別調査観測値活用の別","１２・２４時間観測の別","交通量観測年月日","昼間１２時間自動車類交通量（上下合計）／小型車（台）","昼間１２時間自動車類交通量（上下合計）／大型車（台）","昼間１２時間自動車類交通量（上下合計）／合計（台）","２４時間自動車類交通量（上下合計）／小型車（台）","２４時間自動車類交通量（上下合計）／大型車（台）","２４時間自動車類交通量（上下合計）／合計（台）","昼夜率","昼間１２時間ピーク比率（％）","昼間１２時間大型車混入率（％）","混雑度","平成２２年度／交通量調査／都道府県指定市コード","平成２２年度／交通量調査／調査単位区間番号","平成２２年度／昼間１２時間自動車類交通量（台）","平成２２年度／２４時間自動車類交通量（台）","旅行速度調査単位区間番号／都道府県指定市コード","旅行速度調査単位区間番号／調査単位区間番号","混雑時／上り／旅行速度計測・非計測の別","混雑時／上り／旅行速度（ｋｍ／ｈ）","混雑時／下り／旅行速度計測・非計測の別","混雑時／下り／旅行速度（ｋｍ／ｈ）","昼間非混雑時／上り／旅行速度計測・非計測の別","昼間非混雑時／上り／旅行速度（ｋｍ／ｈ）","昼間非混雑時／下り／旅行速度計測・非計測の別","昼間非混雑時／下り／旅行速度（ｋｍ／ｈ）","昼間１２時間平均旅行速度（時間帯別交通量加重）／上り（ｋｍ／ｈ）","昼間１２時間平均旅行速度（時間帯別交通量加重）／下り（ｋｍ／ｈ）","平成２２年度／旅行速度調査／都道府県指定市コード","平成２２年度／旅行速度調査／調査単位区間番号","平成２２年度／旅行速度／混雑時／上り（ｋｍ／ｈ）","平成２２年度／旅行速度／混雑時／下り（ｋｍ／ｈ）","平成２２年度／旅行速度／昼間非混雑時／上り（ｋｍ／ｈ）","平成２２年度／旅行速度／昼間非混雑時／下り（ｋｍ／ｈ）","道路状況調査単位区間番号／都道府県指定市コード","道路状況調査単位区間番号／調査単位区間番号","区間延長／改良済み区間率（％）","区間延長／５．５ｍ以上改良済み区間率（％）","幅員構成／道路部幅員（ｍ）","幅員構成／車道部幅員（ｍ）","幅員構成／車道幅員（ｍ）","幅員構成／中央帯幅員（ｍ）","幅員構成／歩道幅員／上り（ｍ）","幅員構成／歩道幅員／下り（ｍ）","幅員構成／自転車道幅員／上り（ｍ）","幅員構成／自転車道幅員／下り（ｍ）","幅員構成／停車帯等幅員／上り（ｍ）","幅員構成／停車帯等幅員／下り（ｍ）","車線数","交通安全施設等／歩道設置率（％）","交通安全施設等／自転車歩行者道設置率（％）","交通安全施設等／自転車道設置率（％）","交通安全施設等／自転車レーン設置率（％）","交通安全施設等／両側歩道設置率（％）","交通安全施設等／両側自転車歩行者道設置率（％）","交通安全施設等／両側自転車道設置率（％）","交通安全施設等／両側自転車レーン設置率（％）","交通安全施設等／歩道代表幅員（ｍ）","交通安全施設等／自転車道代表幅員（ｍ）","バス路線／バス路線延長率（％）","バス路線／バス優先・専用レーンの有無","交差点密度／信号交差点（箇所／ｋｍ）","交差点密度／信号のない交差点（箇所／ｋｍ）","代表信号交差点／青時間比（％）","代表信号交差点／右折専用車線の有無等","鉄道との平面交差箇所の有無","指定最高速度（ｋｍ／ｈ）","付加車線及び登坂車線設置箇所の有無／上り","付加車線及び登坂車線設置箇所の有無／下り","代表沿道状況","中央分離帯／中央分離帯の種類","中央分離帯／中央分離帯の設置状況","軌道の有無","自転車通行可能区分","異常気象時等通行規制区分","リバーシブルレーン運用の有無","アクセスコントロール","平成２２年度／道路状況調査／都道府県指定市コード","平成２２年度／道路状況調査／調査単位区間番号","交通調査基本区間番号","世代管理番号（十の位）","世代管理番号（一の位）","道路種別","路線／路線番号","路線／路線名"
"17400250070","0","0",4,25,"主要地方道金沢美川小松線",1,"17601960020","0","一般県道上安原昭和町線","",1,"17110800030","0","北陸自動車道","",1,2,17201,0,0,0,"",".1",0,0,0,"17400250070",17000,40770,"17400250030","金沢市入江２丁目",1,0,1,20151006,18023,1097,19120,22367,2680,25047,"1.31","8.8","5.7",".73",17000,40740,20722,26524,17000,42100,1,"16.8",1,"5.8",1,"17.9",1,"7.8","17.5","7.0",17000,40730,19.2,19.1,23.8,22.6,17000,40960,93.8,93.8,25.25,18.25,"14.25","2.50",3.50,3.50,.00,.00,5.25,5.00,4,72.9,72.9,.0,.0,70.8,70.8,.0,.0,3.75,.00,100.0,1,4.4,4.2,43,1,2,50,2,2,1,6,,4,1,1,2,4,17000,40910,"17400250070","0","0",4,25,"主要地方道金沢美川小松線"
"17400250080","0","0",4,25,"主要地方道金沢美川小松線",1,"17110800030","0","北陸自動車道","",2,"17400250330","0","主要地方道金沢美川小松線","",1,2,17201,0,0,0,"",".2",0,0,0,"17400250080",17000,40780,"","",2,0,0,,14072,4227,18299,18306,5849,24155,"1.32","11.7","23.1","1.23",17000,40750,16110,20138,17000,42110,1,"9.6",1,"18.2",1,"13.9",1,"25.0","11.7","21.8",17000,40740,21.8,21.7,25.1,24.6,17000,40970,100.0,100.0,27.50,18.00,"14.00","3.00",4.75,4.75,.00,.00,.00,.00,4,100.0,100.0,.0,.0,100.0,100.0,.0,.0,4.00,.00,100.0,3,4.3,8.6,32,1,2,60,2,2,3,5,1,4,1,1,2,4,17000,40920,"17400250080","0","0",4,25,"主要地方道金沢美川小松線"
"17400250090","0","0",4,25,"主要地方道金沢美川小松線",2,"17400250330","0","主要地方道金沢美川小松線","",1,"17400080270","0","主要地方道松任宇ノ気線","",1,2,17201,0,0,0,"","1.4",0,0,0,"17400250090",17000,40780,"","",2,0,0,,14072,4227,18299,18306,5849,24155,"1.32","11.7","23.1","1.23",17000,40750,16110,20138,17000,42120,1,"27.2",1,"23.5",1,"32.7",1,"28.7","30.1","26.4",17000,40740,21.8,21.7,25.1,24.6,17000,40970,100.0,100.0,27.50,18.00,"14.00","3.00",4.75,4.75,.00,.00,.00,.00,4,100.0,100.0,.0,.0,100.0,100.0,.0,.0,4.00,.00,100.0,3,4.3,8.6,32,1,2,60,2,2,3,5,1,4,1,1,2,4,17000,40920,"17400250090","0","0",4,25,"主要地方道金沢美川小松線"
"17400250100","0","0",4,25,"主要地方道金沢美川小松線",1,"17400080270","0","主要地方道松任宇ノ気線","",1,"17400080120","0","主要地方道松任宇ノ気線","",1,2,17201,0,0,0,"",".5",0,0,0,"17400250100",17000,40780,"","",2,0,0,,14072,4227,18299,18306,5849,24155,"1.32","11.7","23.1","1.23",17000,40750,16110,20138,17000,42120,1,"20.5",1,"20.0",1,"25.6",1,"28.0","23.2","24.2",17000,40740,21.8,21.7,25.1,24.6,17000,40970,100.0,100.0,27.50,18.00,"14.00","3.00",4.75,4.75,.00,.00,.00,.00,4,100.0,100.0,.0,.0,100.0,100.0,.0,.0,4.00,.00,100.0,3,4.3,8.6,32,1,2,60,2,2,3,5,1,4,1,1,2,4,17000,40920,"17400250100","0","0",4,25,"主要地方道金沢美川小松線"
"17400250120","0","0",4,25,"主要地方道金沢美川小松線",1,"17400080110","0","主要地方道松任宇ノ気線","",6,"","","金沢市・白山市境","",1,2,17201,0,0,0,"","3.0",0,0,0,"17400250120",17000,40790,"17400250170","白山市松本町",1,0,1,20151006,11528,3422,14950,14968,4766,19734,"1.32","11.0","22.9","1.63",17000,40760,15835,19794,17000,42130,1,"31.4",1,"41.7",1,"39.8",1,"43.0","35.8","42.5",17000,40750,36.1,32.0,42.0,40.3,17000,40980,100.0,50.0,7.50,7.50,"5.50",".00",.00,.00,.00,.00,.00,.00,2,16.7,.0,.0,.0,.0,.0,.0,.0,2.50,.00,13.3,3,.3,14.3,,,2,40,2,2,3,8,,4,2,1,2,4,17000,40930,"17400250120","0","0",4,25,"主要地方道金沢美川小松線"
"17400250130","0","0",4,25,"主要地方道金沢美川小松線",6,"","","金沢市・白山市境","",2,"17601860010","0","一般県道倉部成線","",1,2,17210,0,0,0,"","1.2",0,0,0,"17400250130",17000,40790,"17400250170","白山市松本町",1,0,1,20151006,11528,3422,14950,14968,4766,19734,"1.32","11.0","22.9","1.53",17000,40760,15835,19794,17000,42140,1,"41.9",1,"31.2",1,"37.5",1,"36.3","39.2","34.1",17000,40750,36.1,32.0,42.0,40.3,17000,40990,100.0,100.0,18.75,13.00,"7.50","2.00",3.00,2.75,.00,.00,.00,.00,2,76.2,.0,.0,.0,41.0,.0,.0,.0,2.75,.00,41.8,3,1.6,2.7,,,2,50,2,2,3,8,,4,2,1,2,4,17000,40940,"17400250130","0","0",4,25,"主要地方道金沢美川小松線"
"17400250140","0","0",4,25,"主要地方道金沢美川小松線",2,"17601860010","0","一般県道倉部成線","",2,"17601950010","0","一般県道倉部金沢線","",1,2,17210,0,0,0,"","2.9",0,0,0,"17400250140",17000,40790,"17400250170","白山市松本町",1,0,1,20151006,11528,3422,14950,14968,4766,19734,"1.32","11.0","22.9","1.53",17000,40760,15835,19794,17000,42150,1,"38.6",1,"24.9",1,"42.7",1,"36.0","40.9","30.6",17000,40750,36.1,32.0,42.0,40.3,17000,40990,100.0,100.0,18.75,13.00,"7.50","2.00",3.00,2.75,.00,.00,.00,.00,2,76.2,.0,.0,.0,41.0,.0,.0,.0,2.75,.00,41.8,3,1.6,2.7,,,2,50,2,2,3,8,,4,2,1,2,4,17000,40940,"17400250140","0","0",4,25,"主要地方道金沢美川小松線"
"17400250150","0","0",4,25,"主要地方道金沢美川小松線",2,"17601950010","0","一般県道倉部金沢線","",2,"17601850010","0","一般県道徳光北安田線","",1,2,17210,0,0,0,"",".2",0,0,0,"17400250150",17000,40790,"17400250170","白山市松本町",1,0,1,20151006,11528,3422,14950,14968,4766,19734,"1.32","11.0","22.9","1.53",17000,40760,15835,19794,17000,42160,1,"21.2",1,"22.8",1,"25.3",1,"28.0","23.4","25.7",17000,40750,36.1,32.0,42.0,40.3,17000,40990,100.0,100.0,18.75,13.00,"7.50","2.00",3.00,2.75,.00,.00,.00,.00,2,76.2,.0,.0,.0,41.0,.0,.0,.0,2.75,.00,41.8,3,1.6,2.7,,,2,50,2,2,3,8,,4,2,1,2,4,17000,40940,"17400250150","0","0",4,25,"主要地方道金沢美川小松線"
"17400250160","0","1",4,25,"主要地方道金沢美川小松線",2,"17601850010","0","一般県道徳光北安田線","",1,"17110800050","1","北陸自動車道","",1,2,17210,0,0,0,"",".5",0,0,0,"17400250160",17000,40790,"17400250170","白山市松本町",1,0,1,20151006,11528,3422,14950,14968,4766,19734,"1.32","11.0","22.9","1.53",17000,40760,15835,19794,17000,42170,1,"21.5",1,"28.0",1,"29.6",1,"31.2","25.6","29.8",17000,40750,36.1,32.0,42.0,40.3,17000,40990,100.0,100.0,18.75,13.00,"7.50","2.00",3.00,2.75,.00,.00,.00,.00,2,76.2,.0,.0,.0,41.0,.0,.0,.0,2.75,.00,41.8,3,1.6,2.7,,,2,50,2,2,3,8,,4,2,1,2,4,17000,40940,"17400250160","0","1",4,25,"主要地方道金沢美川小松線"
"17400250170","0","1",4,25,"主要地方道金沢美川小松線",1,"17110800050","1","北陸自動車道","",2,"17601840010","0","一般県道松本木津線","",1,2,17210,0,0,0,"","3.5",0,0,0,"17400250170",17000,40790,"17400250170","白山市松本町",1,0,1,20151006,11528,3422,14950,14968,4766,19734,"1.32","11.0","22.9","1.53",17000,40760,15835,19794,17000,42180,1,"25.3",1,"28.9",1,"38.3",1,"37.4","31.5","33.5",17000,40750,36.1,32.0,42.0,40.3,17000,40990,100.0,100.0,18.75,13.00,"7.50","2.00",3.00,2.75,.00,.00,.00,.00,2,76.2,.0,.0,.0,41.0,.0,.0,.0,2.75,.00,41.8,3,1.6,2.7,,,2,50,2,2,3,8,,4,2,1,2,4,17000,40940,"17400250170","0","1",4,25,"主要地方道金沢美川小松線"
"17400250180","0","0",4,25,"主要地方道金沢美川小松線",2,"17601840010","0","一般県道松本木津線","",1,"17400580080","0","主要地方道鶴来美川インター線","",1,2,17210,0,0,0,"","1.3",0,0,0,"17400250180",17000,40790,"17400250170","白山市松本町",1,0,1,20151006,11528,3422,14950,14968,4766,19734,"1.32","11.0","22.9","1.53",17000,40760,15835,19794,17000,42190,1,"33.6",1,"41.7",1,"36.9",1,"41.8","35.4","41.8",17000,40750,36.1,32.0,42.0,40.3,17000,40990,100.0,100.0,18.75,13.00,"7.50","2.00",3.00,2.75,.00,.00,.00,.00,2,76.2,.0,.0,.0,41.0,.0,.0,.0,2.75,.00,41.8,3,1.6,2.7,,,2,50,2,2,3,8,,4,2,1,2,4,17000,40940,"17400250180","0","0",4,25,"主要地方道金沢美川小松線"
"17400250190","0","0",4,25,"主要地方道金沢美川小松線",1,"17400580080","0","主要地方道鶴来美川インター線","",1,"17601030170","0","一般県道鶴来水島美川線","",1,2,17210,0,0,0,"","2.6",0,0,0,"17400250190",17000,40790,"17400250170","白山市松本町",1,0,1,20151006,11528,3422,14950,14968,4766,19734,"1.32","11.0","22.9","1.53",17000,40760,15835,19794,17000,42200,1,"37.5",1,"34.0",1,"39.8",1,"34.6","38.8","34.4",17000,40750,36.1,32.0,42.0,40.3,17000,40990,100.0,100.0,18.75,13.00,"7.50","2.00",3.00,2.75,.00,.00,.00,.00,2,76.2,.0,.0,.0,41.0,.0,.0,.0,2.75,.00,41.8,3,1.6,2.7,,,2,50,2,2,3,8,,4,2,1,2,4,17000,40940,"17400250190","0","0",4,25,"主要地方道金沢美川小松線"
"17400250200","0","0",4,25,"主要地方道金沢美川小松線",1,"17601030170","0","一般県道鶴来水島美川線","",2,"17800310010","0","市道産業道路線","",1,2,17210,0,0,0,"",".7",0,0,0,"17400250200",17000,40800,"17400250200","白山市湊町",1,0,1,20151006,10704,1692,12396,13596,2891,16487,"1.33","13.4","13.6","1.31",17000,40770,12114,15506,17000,42210,1,"17.2",1,"32.4",1,"31.5",1,"36.0","23.2","34.4",17000,40760,35.3,40.1,34.8,43.2,17000,41000,100.0,67.7,15.75,10.75,"7.00","2.50",2.75,2.25,.00,.00,.00,.00,2,58.1,.0,.0,.0,22.6,.0,.0,.0,3.00,.00,100.0,3,.3,7.4,,,2,40,2,2,2,5,3,4,2,1,2,4,17000,40950,"17400250200","0","0",4,25,"主要地方道金沢美川小松線"
"17400250210","0","0",4,25,"主要地方道金沢美川小松線",2,"17800310010","0","市道産業道路線","",6,"","","白山市・能美市境","",1,2,17210,0,0,0,"","2.4",0,0,0,"17400250210",17000,40800,"17400250200","白山市湊町",1,0,1,20151006,10704,1692,12396,13596,2891,16487,"1.33","13.4","13.6","1.31",17000,40770,12114,15506,17000,42220,1,"30.5",1,"39.4",1,"33.2",1,"42.2","32.0","41.0",17000,40760,35.3,40.1,34.8,43.2,17000,41000,100.0,67.7,15.75,10.75,"7.00","2.50",2.75,2.25,.00,.00,.00,.00,2,58.1,.0,.0,.0,22.6,.0,.0,.0,3.00,.00,100.0,3,.3,7.4,,,2,40,2,2,2,5,3,4,2,1,2,4,17000,40950,"17400250210","0","0",4,25,"主要地方道金沢美川小松線"
"17400250220","0","0",4,25,"主要地方道金沢美川小松線",6,"","","白山市・能美市境","",2,"17601710010","0","一般県道吉原寺井線","",1,2,17211,0,0,0,"",".1",0,0,0,"17400250220",17000,40800,"17400250200","白山市湊町",1,0,1,20151006,10704,1692,12396,13596,2891,16487,"1.33","13.4","13.6","1.27",17000,40770,12114,15506,17000,42230,1,"44.5",1,"45.4",1,"42.0",1,"47.7","43.0","46.7",17000,40760,35.3,40.1,34.8,43.2,17000,41010,100.0,91.1,17.50,10.25,"7.25",".00",3.75,3.50,.00,.00,.00,.00,2,84.4,.0,.0,.0,82.2,.0,.0,.0,3.50,.00,24.4,3,1.8,4.4,,,2,50,2,2,4,8,,4,2,1,2,4,17000,40960,"17400250220","0","0",4,25,"主要地方道金沢美川小松線"
"17400250230","0","0",4,25,"主要地方道金沢美川小松線",2,"17601710010","0","一般県道吉原寺井線","",2,"17601020010","0","一般県道根上寺井線","",1,2,17211,0,0,0,"","2.3",0,0,0,"17400250230",17000,40810,"17400250240","能美市高坂町",1,0,1,20151006,9465,1213,10678,12039,2270,14309,"1.34","12.8","11.4","1.11",17000,40780,11026,13783,17000,42240,1,"34.9",1,"33.5",1,"32.1",1,"30.5","33.2","31.8",17000,40770,32.3,33.7,34.7,38.4,17000,41010,100.0,91.1,17.50,10.25,"7.25",".00",3.75,3.50,.00,.00,.00,.00,2,84.4,.0,.0,.0,82.2,.0,.0,.0,3.50,.00,24.4,3,1.8,4.4,,,2,50,2,2,4,8,,4,2,1,2,4,17000,40960,"17400250230","0","0",4,25,"主要地方道金沢美川小松線"
"17400250240","0","0",4,25,"主要地方道金沢美川小松線",2,"17601020010","0","一般県道根上寺井線","",6,"","","能美市・小松市境","",1,2,17211,0,0,0,"","2.1",0,0,0,"17400250240",17000,40810,"17400250240","能美市高坂町",1,0,1,20151006,9465,1213,10678,12039,2270,14309,"1.34","12.8","11.4","1.11",17000,40780,11026,13783,17000,42250,1,"27.8",1,"33.0",1,"33.3",1,"35.3","30.7","34.2",17000,40770,32.3,33.7,34.7,38.4,17000,41010,100.0,91.1,17.50,10.25,"7.25",".00",3.75,3.50,.00,.00,.00,.00,2,84.4,.0,.0,.0,82.2,.0,.0,.0,3.50,.00,24.4,3,1.8,4.4,,,2,50,2,2,4,8,,4,2,1,2,4,17000,40960,"17400250240","0","0",4,25,"主要地方道金沢美川小松線"
"17400250250","0","0",4,25,"主要地方道金沢美川小松線",6,"","","能美市・小松市境","",1,"17601010030","0","一般県道小松根上線","",1,2,17203,0,0,0,"",".1",0,0,0,"17400250250",17000,40810,"17400250240","能美市高坂町",1,0,1,20151006,9465,1213,10678,12039,2270,14309,"1.34","12.8","11.4","1.38",17000,40780,11026,13783,17000,42260,1,"20.8",1,"25.6",1,"29.9",1,"29.1","25.3","27.4",17000,40770,32.3,33.7,34.7,38.4,17000,41020,100.0,100.0,25.25,16.25,"14.25",".00",3.50,5.50,.00,.00,.00,.00,2,100.0,.0,.0,.0,100.0,.0,.0,.0,3.50,.00,.0,3,60.0,40.0,,,2,50,2,2,3,8,,4,2,1,2,4,17000,40970,"17400250250","0","0",4,25,"主要地方道金沢美川小松線"
"17400250260","0","0",4,25,"主要地方道金沢美川小松線",1,"17601010030","0","一般県道小松根上線","",1,"17400540130","0","主要地方道寺畠小松線","",1,2,17203,0,0,0,"","1.5",0,0,0,"17400250260",17000,40820,"17400250270","小松市小島町",1,0,1,20151006,10767,2755,13522,13874,3975,17849,"1.32","13.5","20.4",".71",17000,40790,15576,19470,17000,42270,1,"43.9",1,"36.8",1,"43.5",1,"41.7","43.7","39.5",17000,40780,40.6,33.6,40.9,39.9,17000,41030,100.0,100.0,25.75,18.00,"14.00","2.00",4.00,3.75,.00,.00,.00,.00,4,100.0,.0,.0,.0,92.7,.0,.0,.0,3.50,.00,17.1,3,3.2,4.1,47,1,2,50,2,2,3,5,2,4,2,1,2,4,17000,40980,"17400250260","0","0",4,25,"主要地方道金沢美川小松線"
"17400250270","0","0",4,25,"主要地方道金沢美川小松線",1,"17400540130","0","主要地方道寺畠小松線","",1,"17110800090","0","北陸自動車道","",1,2,17203,0,0,0,"",".6",0,0,0,"17400250270",17000,40820,"17400250270","小松市小島町",1,0,1,20151006,10767,2755,13522,13874,3975,17849,"1.32","13.5","20.4",".71",17000,40790,15576,19470,17000,42280,1,"23.1",1,"27.9",1,"28.4",1,"33.2","25.9","30.7",17000,40780,40.6,33.6,40.9,39.9,17000,41030,100.0,100.0,25.75,18.00,"14.00","2.00",4.00,3.75,.00,.00,.00,.00,4,100.0,.0,.0,.0,92.7,.0,.0,.0,3.50,.00,17.1,3,3.2,4.1,47,1,2,50,2,2,3,5,2,4,2,1,2,4,17000,40980,"17400250270","0","0",4,25,"主要地方道金沢美川小松線"
"17400250280","0","0",4,25,"主要地方道金沢美川小松線",1,"17110800090","0","北陸自動車道","",1,"17800330010","0","市道安宅山口釜屋線外３路線","",1,2,17203,0,0,0,"",".7",0,0,0,"17400250280",17000,40820,"17400250270","小松市小島町",1,0,1,20151006,10767,2755,13522,13874,3975,17849,"1.32","13.5","20.4",".71",17000,40790,15576,19470,17000,42290,1,"32.9",1,"35.1",1,"31.1",1,"35.0","31.8","35.0",17000,40780,40.6,33.6,40.9,39.9,17000,41030,100.0,100.0,25.75,18.00,"14.00","2.00",4.00,3.75,.00,.00,.00,.00,4,100.0,.0,.0,.0,92.7,.0,.0,.0,3.50,.00,17.1,3,3.2,4.1,47,1,2,50,2,2,3,5,2,4,2,1,2,4,17000,40980,"17400250280","0","0",4,25,"主要地方道金沢美川小松線"
"17400250290","0","0",4,25,"主要地方道金沢美川小松線",1,"17800330010","0","市道安宅山口釜屋線外３路線","",1,"17303600170","0","一般国道３６０号","",1,2,17203,0,0,0,"","1.3",0,0,0,"17400250290",17000,40820,"17400250270","小松市小島町",1,0,1,20151006,10767,2755,13522,13874,3975,17849,"1.32","13.5","20.4",".71",17000,40790,15576,19470,17000,42300,1,"51.8",1,"30.2",1,"51.5",1,"35.3","51.6","32.9",17000,40780,40.6,33.6,40.9,39.9,17000,41030,100.0,100.0,25.75,18.00,"14.00","2.00",4.00,3.75,.00,.00,.00,.00,4,100.0,.0,.0,.0,92.7,.0,.0,.0,3.50,.00,17.1,3,3.2,4.1,47,1,2,50,2,2,3,5,2,4,2,1,2,4,17000,40980,"17400250290","0","0",4,25,"主要地方道金沢美川小松線"
"17400250310","0","1",4,25,"主要地方道金沢美川小松線",1,"17400040015","0","主要地方道小松鶴来線","",1,"17303050050","0","一般国道３０５号","",1,2,17203,0,0,0,"",".7",0,0,0,"17400250310",17000,40830,"17400250310","小松市土居原町",1,0,1,20151006,7393,244,7637,9190,1044,10234,"1.34","11.0","3.2",".62",17000,40800,8191,10484,17000,42310,1,"21.8",1,"19.2",1,"21.6",1,"17.4","21.7","18.0",17000,40790,20.6,18.7,22.0,22.2,17000,41040,100.0,100.0,21.00,14.00,"13.00",".00",3.50,3.50,.00,.00,.00,.00,4,71.4,71.4,.0,.0,57.1,57.1,.0,.0,3.50,.00,100.0,3,8.6,2.9,27,1,2,40,2,2,2,8,,4,1,1,2,4,17000,40990,"17400250310","0","1",4,25,"主要地方道金沢美川小松線"
"17400250330","0","0",4,25,"主要地方道金沢美川小松線",1,"17400250080","0","主要地方道金沢美川小松線","",4,"17601960150","0","一般県道上安原昭和町線","",3,2,17201,0,0,0,"",".5",0,0,0,"17400250330",17000,40840,"","",,,,,,,,,,,"","","","",17000,40810,,,17000,42320,1,"17.1",1,"17.5",1,"17.9",1,"24.8","17.6","21.8",17000,40800,18.4,17.0,21.0,21.0,17000,41050,100.0,100.0,17.75,10.75,"8.25",".00",3.50,3.50,.00,.00,.00,.00,2,100.0,100.0,.0,.0,100.0,100.0,.0,.0,3.50,.00,100.0,3,4.0,10.0,,,2,40,2,2,3,8,,4,1,1,2,4,17000,41000,"17400250330","0","0",4,25,"主要地方道金沢美川小松線"
"17400260010","0","0",4,26,"主要地方道珠洲穴水線",1,"17302490300","0","一般国道２４９号","",6,"","","珠洲市・能登町境","",1,2,17205,0,0,0,"","10.5",0,0,0,"17400260010",17000,40850,"17400260010","珠洲市宝立町柏原",1,0,1,20151006,1481,59,1540,1719,114,1833,"1.19","11.0","3.8",".25",17000,40820,1649,2127,17000,42330,2,"44.1",2,"44.4",1,"44.1",1,"44.4","44.1","44.4",17000,40810,45.2,45.2,45.2,45.2,17000,41060,39.0,39.0,6.25,6.25,"5.50",".00",.00,.00,.00,.00,.00,.00,2,10.5,10.5,.0,.0,1.9,1.9,.0,.0,2.60,.00,100.0,3,.1,4.1,,,2,40,2,2,5,8,,4,2,1,2,4,17000,41010,"17400260010","0","0",4,26,"主要地方道珠洲穴水線"
"17400260020","0","0",4,26,"主要地方道珠洲穴水線",6,"","","珠洲市・能登町境","",1,"17400060050","0","主要地方道宇出津町野線","",1,2,17463,0,0,0,"","3.1",0,0,0,"17400260020",17000,40850,"17400260010","珠洲市宝立町柏原",1,0,1,20151006,1481,59,1540,1719,114,1833,"1.19","11.0","3.8",".26",17000,40820,1649,2127,17000,42330,2,"37.4",2,"41.0",1,"37.4",1,"41.0","37.4","41.0",17000,40810,45.2,45.2,45.2,45.2,17000,41070,16.1,16.1,6.25,6.25,"5.50",".00",.00,.00,.00,.00,.00,.00,2,.0,.0,.0,.0,.0,.0,.0,.0,.00,.00,.0,3,.0,3.2,,,2,40,2,2,4,8,,4,2,1,2,4,17000,41020,"17400260020","0","0",4,26,"主要地方道珠洲穴水線"
"17400260040","0","0",4,26,"主要地方道珠洲穴水線",1,"17400060030","0","主要地方道宇出津町野線","",2,"17602770010","0","一般県道柳田里線","",1,2,17463,0,0,0,"","1.2",0,0,0,"17400260040",17000,40860,"","",2,0,0,,2446,230,2676,2975,370,3345,"1.25","12.0","8.6",".38",17000,40830,2536,3271,17000,42340,1,"25.9",1,"38.5",1,"30.6",1,"33.0","28.3","35.2",17000,40820,51.4,51.4,51.4,51.4,17000,41080,100.0,92.6,11.50,7.50,"6.00",".00",2.00,2.00,.00,.00,.00,.00,2,15.5,15.5,.0,.0,4.7,4.7,.0,.0,2.50,.00,100.0,3,.1,5.5,,,2,50,2,2,5,8,,4,2,4,2,4,17000,41030,"17400260040","0","0",4,26,"主要地方道珠洲穴水線"
"17400260050","0","0",4,26,"主要地方道珠洲穴水線",2,"17602770010","0","一般県道柳田里線","",2,"17602760010","0","一般県道五十里深見線","",1,2,17463,0,0,0,"","4.3",0,0,0,"17400260050",17000,40860,"","",2,0,0,,2446,230,2676,2975,370,3345,"1.25","12.0","8.6",".38",17000,40830,2536,3271,17000,42340,1,"49.2",1,"46.3",1,"44.9",1,"47.7","46.7","47.1",17000,40820,51.4,51.4,51.4,51.4,17000,41080,100.0,92.6,11.50,7.50,"6.00",".00",2.00,2.00,.00,.00,.00,.00,2,15.5,15.5,.0,.0,4.7,4.7,.0,.0,2.50,.00,100.0,3,.1,5.5,,,2,50,2,2,5,8,,4,2,4,2,4,17000,41030,"17400260050","0","0",4,26,"主要地方道珠洲穴水線"
"17400260060","0","0",4,26,"主要地方道珠洲穴水線",2,"17602760010","0","一般県道五十里深見線","",1,"17602750020","0","一般県道与呂見藤波線","",1,2,17463,0,0,0,"","5.8",0,0,0,"17400260060",17000,40860,"","",2,0,0,,2446,230,2676,2975,370,3345,"1.25","12.0","8.6",".38",17000,40830,2536,3271,17000,42340,1,"48.9",1,"45.7",1,"46.8",1,"48.5","47.7","47.2",17000,40820,51.4,51.4,51.4,51.4,17000,41080,100.0,92.6,11.50,7.50,"6.00",".00",2.00,2.00,.00,.00,.00,.00,2,15.5,15.5,.0,.0,4.7,4.7,.0,.0,2.50,.00,100.0,3,.1,5.5,,,2,50,2,2,5,8,,4,2,4,2,4,17000,41030,"17400260060","0","0",4,26,"主要地方道珠洲穴水線"
